# E          M           C            S
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
-1.94300000  0.98549998  0.23922634  0.02429530
