# E          M           C            S
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
-0.42500000  0.36000001  0.32701331  0.30237288
