0 	 -56.00000000 	 2.00000000 
1 	 -20.00000000 	 -16.00000000 
2 	 -40.00000000 	 8.00000000 
3 	 -32.00000000 	 -8.00000000 
4 	 -40.00000000 	 -26.00000000 
5 	 -24.00000000 	 -10.00000000 
6 	 -28.00000000 	 -8.00000000 
7 	 -24.00000000 	 8.00000000 
8 	 -44.00000000 	 -14.00000000 
9 	 -32.00000000 	 6.00000000 
10 	 -32.00000000 	 -10.00000000 
11 	 -48.00000000 	 -22.00000000 
12 	 -24.00000000 	 -6.00000000 
13 	 -68.00000000 	 42.00000000 
14 	 -32.00000000 	 -4.00000000 
15 	 -40.00000000 	 22.00000000 
16 	 -52.00000000 	 32.00000000 
17 	 -56.00000000 	 -8.00000000 
18 	 -16.00000000 	 16.00000000 
19 	 -32.00000000 	 -22.00000000 
20 	 -44.00000000 	 -14.00000000 
21 	 -40.00000000 	 14.00000000 
22 	 -28.00000000 	 12.00000000 
23 	 -28.00000000 	 10.00000000 
24 	 -20.00000000 	 18.00000000 
25 	 -36.00000000 	 -6.00000000 
26 	 -28.00000000 	 4.00000000 
27 	 -48.00000000 	 2.00000000 
28 	 -12.00000000 	 -8.00000000 
29 	 -28.00000000 	 22.00000000 
30 	 -36.00000000 	 2.00000000 
31 	 -40.00000000 	 0.00000000 
32 	 -32.00000000 	 -8.00000000 
33 	 -40.00000000 	 4.00000000 
34 	 -28.00000000 	 -6.00000000 
35 	 -20.00000000 	 14.00000000 
36 	 -40.00000000 	 4.00000000 
37 	 -20.00000000 	 0.00000000 
38 	 -56.00000000 	 20.00000000 
39 	 -32.00000000 	 16.00000000 
40 	 -40.00000000 	 26.00000000 
41 	 -52.00000000 	 12.00000000 
42 	 -12.00000000 	 18.00000000 
43 	 -36.00000000 	 -6.00000000 
44 	 -32.00000000 	 14.00000000 
45 	 -44.00000000 	 12.00000000 
46 	 -44.00000000 	 -30.00000000 
47 	 -12.00000000 	 -12.00000000 
48 	 -32.00000000 	 10.00000000 
49 	 -24.00000000 	 6.00000000 
50 	 -36.00000000 	 0.00000000 
51 	 -24.00000000 	 -6.00000000 
52 	 -24.00000000 	 0.00000000 
53 	 -16.00000000 	 -4.00000000 
54 	 -40.00000000 	 -4.00000000 
55 	 -20.00000000 	 -4.00000000 
56 	 -24.00000000 	 -4.00000000 
57 	 -36.00000000 	 -18.00000000 
58 	 -40.00000000 	 -8.00000000 
59 	 -36.00000000 	 -24.00000000 
60 	 -32.00000000 	 2.00000000 
61 	 -40.00000000 	 -22.00000000 
62 	 -20.00000000 	 -12.00000000 
63 	 -44.00000000 	 8.00000000 
64 	 -28.00000000 	 -14.00000000 
65 	 -32.00000000 	 22.00000000 
66 	 -48.00000000 	 12.00000000 
67 	 -72.00000000 	 -40.00000000 
68 	 -8.00000000 	 -4.00000000 
69 	 -24.00000000 	 16.00000000 
70 	 -32.00000000 	 22.00000000 
71 	 -56.00000000 	 0.00000000 
72 	 -40.00000000 	 -16.00000000 
73 	 -60.00000000 	 -38.00000000 
74 	 -36.00000000 	 0.00000000 
75 	 -56.00000000 	 -10.00000000 
76 	 -40.00000000 	 -8.00000000 
77 	 -20.00000000 	 0.00000000 
78 	 -32.00000000 	 -16.00000000 
79 	 -20.00000000 	 -8.00000000 
80 	 -28.00000000 	 14.00000000 
81 	 -44.00000000 	 2.00000000 
82 	 -36.00000000 	 -16.00000000 
83 	 -48.00000000 	 20.00000000 
84 	 -40.00000000 	 -18.00000000 
85 	 -28.00000000 	 -2.00000000 
86 	 -32.00000000 	 14.00000000 
87 	 -24.00000000 	 -8.00000000 
88 	 -28.00000000 	 -10.00000000 
89 	 -44.00000000 	 30.00000000 
90 	 -44.00000000 	 4.00000000 
91 	 -56.00000000 	 -8.00000000 
92 	 -44.00000000 	 20.00000000 
93 	 -36.00000000 	 28.00000000 
94 	 -20.00000000 	 -10.00000000 
95 	 -32.00000000 	 -2.00000000 
96 	 -20.00000000 	 18.00000000 
97 	 -32.00000000 	 -26.00000000 
98 	 -36.00000000 	 6.00000000 
99 	 -40.00000000 	 -4.00000000 
